account_id,system_question_category_id,content_question,meta_description,content_question_id,content_answer,privacy,parameterize_name
1,3,How to find out the scrap value of a car?,https://www.motorist.sg/ask-motorists/97/how-to-find-out-the-scrap-value-of-a-car,97,"The scrap value of your car depends on when you intend to scrap/deregister your vehicle. If you intend to scrap your car before the COE expires, it is calculated based on the formula below:  Scrap Value = Total COE rebate + Total PARF rebate  Your COE rebate is pro-rated based on the remaining amount of your COE.  If you intend to drive your car till the very last day of your COE, here's the formula:  Scrap Value = Total PARF rebate  To find out the amount that you are able to get back as 'scrap value', you can check it on LTA's website via the link below. Take note, you will have to input your intended deregistration date and the scrap value will fluctuate based on said deregistration date. https://vrl.lta.gov.sg/lta/vrl/action/pubfunc  Alternatively, you can get the scrap value of your car here: https://www.motorist.sg/scrap-export-car",1,scrap-export-car
1,3,How to find out the scrap value of a car?,https://www.motorist.sg/ask-motorists/97/how-to-find-out-the-scrap-value-of-a-car,97,"If you're planning to scrap your car, this article on 6 things to note when scrapping your car: https://bit.ly/2HixQP7  would be useful. Have a read!!",1,scrap-export-car
1,8,What to do in case of a minor car accident?,A minor accident is when an accident does not involve any injuries or damage any government property.   1. Stop your ... read more answers,98,"A minor accident is when an accident does not involve any injuries or damage any government property.   1. Stop your vehicle immediately.   First of all, please on the hazard lights and stop your vehicle immediately. Come out of your vehicle and take pictures of the vehicles from all parties involved for evidence. Do this before the vehicles are moved.  2. Move your vehicles to a safe location  Next, move your vehicles to the side of the road to prevent blocking the road or causing further accidents.   3.  Exchanging of information  Now, you should collect all the information from the involved parties. Here is a list of information you should take down:  - Name  - NRIC  - Address  - Contact no.  - Carplate no.  - Name of Insurance Company  Also, do note down the name and contact number of any eyewitnesses around. Also, record down the exact date, time and location of the accident.  4. Make an official report  It is recommended to make an official report to your Motor Insurance Company irregardless if you intend to do a claim or not.",1,car-accident
1,14,Am I able to further extend my COE if i have already done a 5 years COE renewal for my car?,Your 5-year renewed COE is non-renewable. Your car must be deregistered upon the expiry.,99,Your 5-year renewed COE is non-renewable. Your car must be deregistered upon the expiry.,1,coe-renewal
1,14,"Am I able to further extend my COE if i have already done a 5 years COE renewal for my CAT C commercial vehicle (lorry, bus, van)?",You are able to extend the 5-year COE of your 5-year commercial vehicle subjected to the vehicle&#39;s statutory lifespan. ... read more answers,100,You are able to extend the 5-year COE of your 5-year commercial vehicle subjected to the vehicle's statutory lifespan. This is only applicable to vehicles with COE expiring on or after 25 February 2013.,1,coe-renewal
1,1,Can i transfer my car loan to my friend who is going to buy over my car?,"Nope, you are unable to do any transfer of the car loan to any individual.   If you are intending to sell your car to... read more answers",101,"Nope, you are unable to do any transfer of the car loan to any individual.   If you are intending to sell your car to your friend, there are a couple of solutions you can do it. The most straightforward way is to pay up the remaining amount of the loan in full, while your friend take up another loan if he require.   Do take note that early repayment may result in an interest result that is calculated based on the ""Rule of 78"" formula. Early repayment may also result in penalties or fees.",1,sell-car
1,14,Are you able to help me do the paperwork to extend the COE for my car and get a loan?,"Yes, Motorist.sg can help you do an extension of COE and do the necessary paperwork to get a loan. Feel free to call in... read more answers",102,"Yes, Motorist.sg can help you do an extension of COE and do the necessary paperwork to get a loan. Feel free to call in and check for further information.",1,coe-renewal
1,4,Why do the price of my 6-month old car drop so much?,"This is because your car is consider a second-hand car now, and the demand is going to be low as most car buyers will p... read more answers",103,"This is because your car is consider a second-hand car now, and the demand is going to be low as most car buyers will prefer to buy a brand new car if the price is of not much difference.",1,general
1,1,Will there be a penalty fee if I sell a new car I've bought and registered less than 6 months ago?,Vehicles under Category A and Category B are allowed to apply for a transfer of vehicle of ownership only after the fir... read more answers,104,Vehicles under Category A and Category B are allowed to apply for a transfer of vehicle of ownership only after the first 3 months from the date of registration. An Additional Levy (AL) will be applicable if a transfer is done between the 4th and 6th month from date of registration. Category E no restrictions.,1,sell-car
1,1,Can I sell or transfer my vehicle that is less than 6 months old?,Vehicles under Category A and Category B are allowed to apply for a transfer of vehicle of ownership only after the fir... read more answers,105,Vehicles under Category A and Category B are allowed to apply for a transfer of vehicle of ownership only after the first 3 months from the date of registration. An Additional Levy (AL) will be applicable if a transfer is done between the 4th and 6th month from date of registration. Category E no restrictions.  The AL is the positive difference between the Quota Premium (QP) of the relevant car quota category at the point of transfer and the QP paid for the registration of the car,1,sell-car
1,4,What is the difference between Revised Off-Peak Car (ROPC) and Off-Peak Car (OPC)?,The difference in ROPC and OPC is that the ROPC has lesser restrictions for driving without an Electronic Day License (... read more answers,106,"The difference in ROPC and OPC is that the ROPC has lesser restrictions for driving without an Electronic Day License (e-Day License).  A ROPC can be driven without restrictions on Saturdays, Sundays, Public Holidays and on the  Eve of New Year, Lunar New Year, Hari Raya Puasa, Deepavali and Christmas.  A OPC can only be driven without restrictions on Sundays and Public Holidays, and from 7am to 3pm on Saturdays and the Eve of New Year, Lunar New Year, Hari Raya Puasa, Deepavali and Christmas.",1,general
1,1,"Will the value of my car increase if I have installed after market parts? Eg. Body Kit, Performance Upgrade.","Buyers / dealers will opt for stock parts when buying a used car, as the modifications you have spent on are based on y... read more answers",107,"Buyers / dealers will opt for stock parts when buying a used car, as the modifications you have spent on are based on your personal preference. Majority of the resell market buyers will prefer a stock car over a modified car. Therefore, it is better to de-kit your after market parts to sell individually, and install back the original parts for better valuation.",1,sell-car
1,7,What to do if my vehicle breaks down on the expressway?,Slow down and go to the road shoulder if possible.  Switch on the hazard lights. Open the trunk and hood to alert oth... read more answers,108,"Slow down and go to the road shoulder if possible.  Switch on the hazard lights. Open the trunk and hood to alert other drivers. Stay at the downstream of the vehicle, and behind the vehicle impact guardrail (VIG) if possible. Do not allow passengers to remain in or around the vehicle. Call the Tow Truck to bring it to the nearest service center to fix your vehicle issue. Do not attempt to repair your vehicle on the expressway.",1,on-the-road
1,4,How much mileage is considered as a 'high' mileage?,"For Singapore roads, the national average distance per day is about 55 kilometres, which amounts to 20,000 kilometres p... read more answers",109,"For Singapore roads, the national average distance per day is about 55 kilometres, which amounts to 20,000 kilometres per year. If the vehicle reached its 10-years of age, the average count should be within 200,000 kilometres. The value of vehicle is also dependant on its mileage, thus if the vehicle has a higher mileage than average, the value of the vehicle will be lower.",1,general
1,14,Can I choose to renew the COE of my car anytime or can it be done only when it is nearing expiry?,Renewing your COE is preferable when the cost of the PQP is at best. To renew the COE months (or even more earlier) bef... read more answers,110,"Renewing your COE is preferable when the cost of the PQP is at best. To renew the COE months (or even more earlier) before reaching the expiry, the current balance of COE will be forfeited and you are no longer eligible for the PARF rebate. With that, ensure the PQP price you're getting is worth the amount of COE you're forfeiting.",1,coe-renewal
1,4,What is Quota Premium(QP)?,All vehicles require a Certificate of Entitlement (COE).  The price of the COE for a particular vehicle is termed the &quot;Quota Premium&quot; (QP).,111,"All vehicles require a Certificate of Entitlement (COE).  The price of the COE for a particular vehicle is termed the ""Quota Premium"" (QP).",1,general
1,4,What is a lemon law?,Lemon Law was imposed to protect consumers against defective goods. It strengthens upon the existing Consumer Protectio... read more answers,113,"Lemon Law was imposed to protect consumers against defective goods. It strengthens upon the existing Consumer Protection and Hire Purchase Acts and helps consumers to receive a standardised solution when they have unintentionally bought a defective product colloquially known as 'lemons'.   The new Lemon Law provides a transparent and legal framework for both buyers and sellers when faced with return claims. Under the law, consumers can report a defective item within a period of six months from delivery. Under a two-stage recourse framework, the retailer has an obligation to prove that the reported defect did not exist at time of delivery.  For the first stage, the consumer can request repair for reported problem or parts replacement within a specified time frame. The second stage takes effect if the fault is not fixable, the problem persists even after repair or the repair is not satisfactory. In this scenario, you can request for a price reduction - while keeping the product or returning for a full refund.  In summary, Lemon Law benefits consumers who have unintentionally bought a defective or 'lemon' product including second hand cars, and would like a repair, refund or replacement from the seller.",1,general
1,4,How can i get my road tax refund back?,You can get your road tax refund back when you scrap or export your car. But you must mention this to your dealer to la... read more answers,114,You can get your road tax refund back when you scrap or export your car. But you must mention this to your dealer to lay things out on the table to avoid miscommunication.,1,general
1,3,Can i export my vehicle on my own?,"Yes you may , however there are a few things you need to do.  Cars headed for de-registration can be sent to an LTA A... read more answers",115,"Yes you may , however there are a few things you need to do.  Cars headed for de-registration can be sent to an LTA Appointed Scrapyard, where your car will be de-registered upon acceptance, stored temporarily at an LTA Appointed Export Processing Zone pending export, or exported out of Singapore.   Proof of the de-registered car's disposal must then be sent to LTA.",1,scrap-export-car
1,3,Which countries can i legally export my vehicle to?,You may export your vehicle to anywhere in the world subjected to that particular country&#39;s rules and regulations.,116,You may export your vehicle to anywhere in the world subjected to that particular country's rules and regulations.,1,scrap-export-car
1,1,"If I have sold my car to a dealer, and the car is still under finance, is there a way to check if the dealer has fully settled the outstanding amount with my finance company? How will I be notified if they have done so?","Check ownership at LTA, you will need to settle the full outstanding amount of the car before transferring ownership of... read more answers",117,"Check ownership at LTA, you will need to settle the full outstanding amount of the car before transferring ownership of the car.  Trust is important however, due diligence is as important. You may follow up with the bank and please allow 2 to 3 days from dealers before checking. Because, it will take a couple of days to process the system.",1,sell-car
1,1,What happens if the dealer paid me a deposit but backed out of the deal last minute? Is there any recourse for me as the seller?,"If a dealer backs out after giving a deposit, you may forfeit the deposit given. However, this is based on the sales ag... read more answers",118,"If a dealer backs out after giving a deposit, you may forfeit the deposit given. However, this is based on the sales agreement which includes such clauses.",1,sell-car
1,4,"If my current car has been converted to a Z10 or Z11 (Grab/Uber/Other Business), am I required to convert it back to P10 or P11 (Personal) before selling or de-registering?","Yes, you would be required to convert it back to P10 / P11.",119,"Yes, you would be required to convert it back to P10 / P11.",1,general
1,4,What is a temporary transfer?,Motor Dealers on the Temporary Transfer of Vehicle Scheme 1) Motor trade users on the Temporary Transfer scheme are re... read more answers,120,"Motor Dealers on the Temporary Transfer of Vehicle Scheme 1) Motor trade users on the Temporary Transfer scheme are reminded that from 28 February 2006: They must use their Electronic Service Agent (ESA) account (i.e. login to LTALink with their Netrust Token) to temporarily transfer a vehicle to their name in order to enjoy the exemption from ATF.  This requires a Transaction PIN from the vehicle owner;  The transfer of a Temporary Transfer scheme vehicle out of their account does not require a Transaction PIN.  They can merely login to LTALink with their Netrust Token and transfer the vehicle to the buyer. This also applies to rebates registered to their account.  Under the Temporary Transfer of Vehicle Scheme, licensed motor trade dealers or hire purchase companies could, for a transfer fee of $10, assume temporary ownership of 3 months for vehicles that were bought for resale or were repossessed from hirers respectively. Such dealers or hire purchase companies have up to 3 months from the first temporary transfer date to effect a permanent transfer of vehicle to a buyer; otherwise an extension of another 3 months of temporary ownership will be granted at an extension fee of $30 (deducted from the dealer's nominated GIRO account). Upon expiry of the 6-month temporary ownership period, a further 3-month extension in the temporary ownership period will be granted with a payment of a fee of $60 (deducted from the dealer's nominated GIRO account). A further 3-month extension in the temporary ownership scheme with a payment of a fee of $60 (deducted from the dealer's nominated GIRO account), up to a maximum of 12 months, will be granted to vehicles: i) whose temporary ownership start date is on or after 7 March 2013; or  ii) whose 9-month temporary ownership period expires on or after 7 March 2013",1,general
1,4,What is the procedure to convert my car to a Z10 or Z11 classification if I want to use my car for Uber or Grab?,"Now my car is Z10, if I scrap my car do I need to Covent back to Z11.",121,"Firstly, you will need to register for a sole proprietorship with ACRA, do note that this process can be done entirely online.  Secondly, you will need to purchase commercial insurance for your vehicle for Uber or Grab. Do note that commercial insurance is different from en masse vehicle insurance in terms of both premium as well as the coverage offered.  Thirdly, you will need to head down to LTA office for conversion of vehicle classification type from P10/P11 to Z10/Z11. Do bring along your business profile from ACRA, proof of valid commercial insurance and company stamp as supporting documents.  Fourthly, head back down to Uber or Grab office for activation of your account. Additional orientation or training may be required before you become a qualified driver.  Last but not least, you are all prepared for some happy driving on the road with Uber or Grab. Congratulations!",1,general
1,4,What is the procedure to convert my car to a Z10 or Z11 classification if I want to use my car for Uber or Grab?,"Now my car is Z10, if I scrap my car do I need to Covent back to Z11.",121,"Hi, will my parf eligibility be affected when i convert my car to Z10/Z11? Thanks",1,general
1,4,What is the procedure to convert my car to a Z10 or Z11 classification if I want to use my car for Uber or Grab?,"Now my car is Z10, if I scrap my car do I need to Covent back to Z11.",121,"On a side note, hope you didn't miss this very important news! -  Private-Hire Car Drivers Have Until the End of June to Get Their Vocational Licence: https://bit.ly/2HlHC3h",1,general
1,4,What is the procedure to convert my car to a Z10 or Z11 classification if I want to use my car for Uber or Grab?,"Now my car is Z10, if I scrap my car do I need to Covent back to Z11.",121,"Now my car is Z10, if I scrap my car do I need to Covent back to Z11.",1,general
1,4,How i can claim reimbursement from advance payment for hdb parking?,"To get reimbursed, you have to terminate your season parking.   You can request to terminate your season parking usin... read more answers",122,"To get reimbursed, you have to terminate your season parking.   You can request to terminate your season parking using one of the following methods.  1. E-Service You can submit your request for Termination of Season Parking at https://services2.hdb.gov.sg/webapp/SX05AWSPCP/SX05PSPCPLogin.jsp  2. Mobile application You can also submit your request via our mobile application. Download it from: App Store  (iOS) Google Play Store  (Android)  The amount of season parking charges to be refunded will be calculated from the day after the request to terminate season parking was made. If you request a refund on the 20th of the month, the refund will be computed from the 21st till the expiry date of the season parking. You will be refunded the unexpired portion of your season parking directly to your bank account within 2 weeks.",1,general
1,9,Is it safe to release the last 5 characters of my NRIC?,It&#39;s safe to release to government/trusted/registered companies or authorities for future verification and auditing.,123,It's safe to release to government/trusted/registered companies or authorities for future verification and auditing.,1,using-motorist
1,4,"Do I need to apply for e-day license for my Off-Peak / Revised Off-Peak car if I sold the car during the day, and the buyer / dealer drives off with it before ownership is transferred?","You are not required to apply for e-day license for your Off-Peak / Revised Off-Peak car, as you would have a copy of t... read more answers",124,"You are not required to apply for e-day license for your Off-Peak / Revised Off-Peak car, as you would have a copy of the purchase agreement when the buyer / dealer drives off with it before completing the Transfer of Ownership form. However, you might want to double check again with the buyer / dealer during the meet up!",1,general
1,1,"I want to sell my car and I already have found a buyer for it. Does Motorist.sg provide services for handling admin / paperwork between me and my buyer, and is there any fee for this?","Yes, Motorist.sg provide paperwork services for both parties, which include:   1. Settling both parties&#39; loan. 2. Bu... read more answers",125,"Yes, Motorist.sg provide paperwork services for both parties, which include:   1. Settling both parties' loan. 2. Buyer's insurance  3. Providing seller with proper documentation to terminate insurance  4. Drafting Sale and purchase agreement between buyer and seller  5. LTA transfer of ownership paperwork  6. Electronically transfer of ownership done by LTA authorised Electronic Service Agent  Call 65898800 to enquire more information.",1,sell-car
1,4,What to do if I lost / misplaced my driving license? When that happens will I still be able to drive on the road?,"Replacement of driving licence has to be done in person at the Traffic Police, Singapore Police Force (10 Ubi Ave 3, Si... read more answers",126,"Replacement of driving licence has to be done in person at the Traffic Police, Singapore Police Force (10 Ubi Ave 3, Singapore 408865). Upon a temporary license being issued, you will be able to drive on the road",1,general
1,4,"What does it mean to ""lay up"" a vehicle?","It is to stop the road tax and insurance from running, hence the car is not allowed to be used during this period.",127,"It is to stop the road tax and insurance from running, hence the car is not allowed to be used during this period.",1,general
1,4,How to calculate depreciation of a car?,"1. Find out the value of the car (ie. trade-in value, or selling price). 2. [Value of car] minus [minimum PARF] = X am... read more answers",128,"1. Find out the value of the car (ie. trade-in value, or selling price). 2. [Value of car] minus [minimum PARF] = X amount. 3. [X amount] divided by [months left] = Y amount. 4. [Y amount] times 12 = Depreciation of car.",1,general
1,1,"One of the directors of my company is overseas. Can I complete the board resolution form with only the signatures of the local directors, to transact my company vehicle?",It depends on whether the number of Directors to sign on a Board Resolution (BR) is in accordance with the Memorandum a... read more answers,129,"It depends on whether the number of Directors to sign on a Board Resolution (BR) is in accordance with the Memorandum and Articles of Association of the Company. If it is, then you can.",1,sell-car
1,4,What is the difference in value between a Parallel Import car and one from an Authorized Agent?,"In general, parallel imported cars are 8k to 10k cheaper than that from an authorized distributor. Albeit an attractive... read more answers",130,"In general, parallel imported cars are 8k to 10k cheaper than that from an authorized distributor. Albeit an attractive and competitive pricing, do take note of some common issues that you may face when purchasing a parallel imported car.  1) Warranty Issues (Normally offered in-house by parallel importer) 2) Replacement Part Issues (Chances of unavailability, possibly lengthy process) 3) Availability Issues (Waiting time from purchase to collection may be long) 4) Service Quality Issues (Likely to be no test drive, usually poor after-sale support)  Do note that the above points are made in reference to authorized distributors and shall serve as a comparison for similar makes and models between the two bodies. Therein holds no content to reflect the independent quality of any parallel distributor or the parallel distribution industry as a whole.",1,general
1,2,What is a \xe2\x80\x9cVAC Ready Stock\xe2\x80\x9d car?,A \xe2\x80\x9cVAC Ready Stock\xe2\x80\x9d car by definition means that the car has gone through all the needed paperwork and checks by LTA. A... read more answers,131,A \xe2\x80\x9cVAC Ready Stock\xe2\x80\x9d car by definition means that the car has gone through all the needed paperwork and checks by LTA. All that is left is a piece of COE and the registration of your vehicle which can be registered online and your car can be on-the-road immediately.,1,buy-car
1,1,"I have signed the agreement to sell my car to a dealer, and I have received the deposit. However, my car met with an accident before the agreed handover date. Who will be liable for the cost and what are the procedures required?","If you have met with an accident, contact the dealer immediately. Inform him of the incident and the damages. The agree... read more answers",132,"If you have met with an accident, contact the dealer immediately. Inform him of the incident and the damages. The agreement may either be void or you may have to pay to do up the damages on the vehicle in order to continue with the sale. This is subjected to the terms and conditions as stated on the sales & purchase agreement.",1,sell-car
1,7,When will my demerit points be reseted?,"How long will my 16 demerit points be reset, is it within 1 year or 2?",134,"Under the Driver Improvement Point System (DIPS), any demerit points will be erased if the driver remains free from traffic offences for the 12 months following his last offence.   Any suspensions would also be wiped off his/her driving record if he remains free from traffic offences for two years from the time his licence was suspended. However, if the period of driving suspension is one year or longer, he/she will have to earn it back later on by passing the theory and practical exams all over again.  The best incentive will be the Certificate of Merit, issued to every motorist who maintains a clean driving record consecutively for three years. This reward entitles him/her to a five percent discount on his/her motor insurance premium upon renewal, on top of any No-Claim Bonus, provided his/her insurer participates in the above-mentioned scheme and he/she did not file any policy claims in the last three years.",1,on-the-road
1,7,When will my demerit points be reseted?,"How long will my 16 demerit points be reset, is it within 1 year or 2?",134,"How long will my 16 demerit points be reset, is it within 1 year or 2?",1,on-the-road
1,14,What does a open COE means?,"Open Bidding System for Certificates of Entitlement (COE), It allows you to submit your bid for a COE. Monitor the Cur... read more answers",135,"Open Bidding System for Certificates of Entitlement (COE), It allows you to submit your bid for a COE. Monitor the Current COE Price and revise your reserve price for your bid. COE Open Bidding System is designed to be a simple and easy to use system. It provides you with real-time information during the bidding exercise so that you can check the current COE Price and use it as a reference when you submit or revise your bid.",1,coe-renewal
1,4,Is there a rebate when a normal car is revised to be a OPC unit?,"Yes, existing car owners whom converted his car under the Revised Off-Peak Car (ROPC) scheme, is entitled up to $1,100 ... read more answers",136,"Yes, existing car owners whom converted his car under the Revised Off-Peak Car (ROPC) scheme, is entitled up to $1,100 cash rebate for every 6 months, provided if the car still remains as ROPC until it reaches a life span of 10 years old.   However, $100 administrative fee is payable for the conversion.    For more information, you visit Land Transport Authority official's website at https://www.lta.gov.sg.",1,general
1,4,What are the parts that will be covered under lemon law?,"The Lemon law covers all consumers goods, except real property/rental and lease goods. Lemon law applies to both new a... read more answers",137,"The Lemon law covers all consumers goods, except real property/rental and lease goods. Lemon law applies to both new and 2nd hand goods and vehicles, as protection likely most needed for such goods.   The Lemon law covers: Appearance and finish; Freedom from minor defects; Safety; and durability.",1,general
1,9,Does Motorist.sg provide services for all kind of vehicles (i.e. Motorbikes / Passenger Bus / Mini bus) or only for cars?,"Yes, Motorist.sg is a one-stop motorist portal consisting of a wide network of used car dealers who specializes from Ca... read more answers",138,"Yes, Motorist.sg is a one-stop motorist portal consisting of a wide network of used car dealers who specializes from Category A to Category E to commercial vehicle and motorbikes.  You may submit the vehicle details and our friendly consultants will assist you towards getting a quote and completing the transaction.",1,using-motorist
1,2,What are the pros and cons of an in-house loan and a bank loan?,"Pros of BANK Loan are as such:\xc2\xa0 1) Very low or fixed interest rates (As low as 5%, or maybe lower)\xc2\xa0 2) Predictable mo... read more answers",139,"Pros of BANK Loan are as such:\xc2\xa0 1) Very low or fixed interest rates (As low as 5%, or maybe lower)\xc2\xa0 2) Predictable monthly payments\xc2\xa0 3) Available for many users\xc2\xa0 4) Professional banker relationship  Cons:\xc2\xa0 1) Has a stringent and hassle process in loan application\xc2\xa0 2) Longer waiting time for approval\xc2\xa0 3) For employees, you will need to meet the basic wage requirement in order to be eligible for the loan.\xc2\xa0 4) A lot of documents needed for verification and approval.  Pros of IN-HOUSE Loan:\xc2\xa0 1) Does not requires much paperwork\xc2\xa0 2) Higher chances of loan approval\xc2\xa0 3) Convenient  Cons:\xc2\xa0 1) Higher interest rate\xc2\xa0 2) Shorter loan settlement period  I hope this helps (:",1,buy-car
1,1,"For consignment with Motorist.sg, do i need to leave the car with Motorist.sg till there is a confirmed buyer?",No you are not required to do so. Motorist.sg will provide a consignment agent for you who will advertise in the market... read more answers,140,No you are not required to do so. Motorist.sg will provide a consignment agent for you who will advertise in the market with photos of your car. Hence in the meantime you are still able use the car. Viewing will then be arranged at your location when theres a potential buyer who is keen to buy your car.,1,sell-car
1,4,What is the difference between '4WD' and '2WD'?,"Four wheel drive (4WD)  Four by Four, is typically used on off-road vehicles - or at least vehicles with all-terrain ... read more answers",142,"Four wheel drive (4WD)  Four by Four, is typically used on off-road vehicles - or at least vehicles with all-terrain capabilities. Power goes from the transmission to what is known as a transfer case. Then the maximum torque is divide among the front and rear axles using the transfer case. When the transfer case splits power evenly, it ensures that each wheel turns at the same speed.  Pros: Best traction in off-road conditions. On/Off feature for fuel efficiency.  Cons: More weight and complex. Not suitable in all conditions Expensive  Two wheel drive (2WD)  The engine\xe2\x80\x99s power is used on two wheels that spin to make the vehicle move. Front Wheel Drive uses the two front wheels to move. Front-wheel drive designs are cheaper to manufacture and more space-efficient than rear-drive systems. Plus, FWD has the added advantage of better traction while climbing hills because the engine\xe2\x80\x99s weight is in equilibrium over the front wheels. Rear Wheel Drive uses the two rear wheels to move. For trucks, RWD allows the use of heavy components, which provides better traction with a hefty load. On a performance car, rear-wheel-drive improves handling by balancing the car\xe2\x80\x99s weight more evenly front to rear. Since the front wheels are deprived of both driving and steering a designer cam concentrate on increasing the handling.",1,general
1,4,What are the pros and cons of Hatchback body style?,Pros: The biggest benefit of buying a hatchback is the amount of storage space you have at your disposal. Not only do ... read more answers,143,"Pros: The biggest benefit of buying a hatchback is the amount of storage space you have at your disposal. Not only do hatchbacks tend to give you more room to stack items than a trunk would, but you can also put the rear seats down to increase your storage space even more. In terms of value, many hatchbacks retain their value far more than the average sedan.  Cons: The problem with hatchbacks is that what you have inside your car is more visible than it would be if you had a sedan. The hatchback itself has a window that allows anyone who walks by to see what you have inside. While you can find hatchbacks with shelves to cover the cargo area, these aren\xe2\x80\x99t always sufficient. Of course, this might also depend on the level of tinting that you have on your windows. Some people simply don\xe2\x80\x99t like the hatchback style, and find sedans to be the sleeker option.",1,general
1,4,What are the advantages of Five-door cars?,The main advantage of five door cars is the improved ease of access each one provides over a three door model. Especial... read more answers,144,"The main advantage of five door cars is the improved ease of access each one provides over a three door model. Especially for those regularly ferrying children, pets and other passengers around, this is incredibly helpful. It makes getting a child seat into the car simpler and the best five door cars tend to retain their value better than three doors, as they are such popular family car options.",1,general
1,4,What are the advantages of Three-door cars?,"In general, a three door cars will be a few hundreds cheaper than its five door equivalent. For those on a tight budget... read more answers",145,"In general, a three door cars will be a few hundreds cheaper than its five door equivalent. For those on a tight budget it can be a decisive factor. For the most part they also look a lot sportier and sleeker, with more space for the designers to work with when fitting in the rear windows. This allows room to add in some extra trim and create a vehicle that will appeal to a wide range of drivers.",1,general
1,3,Can I use scrap/export service from Motorist.sg if I have already de-registered my car and looking for body value only?,"Sorry, but Motorist is only able to assist registered cars only.",147,"Sorry, but Motorist is only able to assist registered cars only.",1,scrap-export-car
1,14,How do I pay for my COE?,The bid deposit will be deducted from your bank account when you submit the bid application. You will also be charged a... read more answers,148,"The bid deposit will be deducted from your bank account when you submit the bid application. You will also be charged an administration fee for each bid application or revision.  When registering your new vehicle, you will be charged the difference between the Quota Premiums and the bid deposit.",1,coe-renewal
1,3,Why do i have to convert back to personal if my car is used for uber/grab?,"I would like to share with you that, if the registered owner no longer wants to drive a Private Hire (Chauffeur) vehicl... read more answers",149,"I would like to share with you that, if the registered owner no longer wants to drive a Private Hire (Chauffeur) vehicle (commonly known as Uber or GrabCar), he/she may choose to convert back the vehicle type from Private Hire (Chauffeur) to Passenger (Company) vehicle.  For such request, the registered owner may submit his/her written request on company\xe2\x80\x99s letterhead or letter with stamp via feedback@lta.gov.sg or facsimile to 6553 5329.  In the event that the registered owner wants to change the vehicle\xe2\x80\x99s ownership from company to personal name, a transfer of vehicle ownership is required.  Do note on the following steps for transfer of vehicle ownership: -  Step 1: Clear Finance Obligation  A vehicle has to be cleared of all financial obligations before it is allowed to be transferred. Hence, please approach the Bank/Finance Company to settle the outstanding loan (if any) at least 3 working days before the de-registration process.   Step 2: Insurance Under New Owner\xe2\x80\x99s Name  Insurance must be purchased under the individual\xe2\x80\x99s name before applying for transfer of vehicle ownership.  Issues on the terms and conditions of motor insurance, such as transferability etc, is considered private agreement between the insurance companies and vehicle owners/new owners. Hence, you may wish to seek further advice from the insurance company.  Step 3: Application For Transfer Of Vehicle  Both the company registered owner and the new owner (individual) must complete the attached \xe2\x80\x9cM01 \xe2\x80\x93 Application Form For Transfer Of Vehicle\xe2\x80\x9d and proceed to the Land Transport Authority (LTA) at 10 Sin Ming Drive, Singapore 575701, during our operating hours (Mondays to Fridays: 8.00 am to 4.30 pm; Saturdays: 8.00 am to 12.00 pm. Closed on Sundays and Public Holidays).       A. Documents To Bring For Current Owner (Company)  Accounting & Corporate Regulatory Authority (ACRA) printout (not more than 14 days from issued date); Board Resolution (applicable to private limited companies with more than 1 director); Authorised person\xe2\x80\x99s original NRIC (for Singaporeans) or Employment/Immigration Pass Card (for foreigners) as per Board Resolution (if applicable); Sole proprietor\xe2\x80\x99s original NRIC (if company is under Sole Proprietor); and Duly completed and signed M01 form of Section A.       B. Documents To Bring For New Owner (Individual)  Original NRIC (Singaporean) or Employment/Immigration Pass Card (Foreigners); Original motor insurance certificate; and Duly completed and signed \xe2\x80\x9cM01 \xe2\x80\x93 Application Form For Transfer Of Vehicle\xe2\x80\x9d of Section B. If a submitter is appointed for this transaction, he/she is required to complete the ""Section C \xe2\x80\x93 Particulars of Submitter"" of the \xe2\x80\x9cM01 \xe2\x80\x93 Application Form For Transfer Of Vehicle\xe2\x80\x9d. His/her original identification document(s) is also required for our officer\xe2\x80\x99s verification at the counter.  The transfer fee will be $11.00 for each transfer payable by cash, NETS, cheque or cashier\xe2\x80\x99s order.",1,scrap-export-car
1,3,Why do i have to convert back to personal if my car is used for uber/grab?,"I would like to share with you that, if the registered owner no longer wants to drive a Private Hire (Chauffeur) vehicl... read more answers",149,"What if my personal car which i convert to phv, a non pte hirer can still drive my personal car for his own use?",1,scrap-export-car
1,4,What are the necessary documents required to scrap/sell a car that is registered under a company?,"Documents required include, the sales agreement, M01, transaction pin, ACRA for latest 3 months, a signed authorisation... read more answers",150,"Documents required include, the sales agreement, M01, transaction pin, ACRA for latest 3 months, a signed authorisation form (if there is outstanding finance) and the IC or employment pass of the owners (or directors or partners) whose names are registered under ACRA or the IC of the manager with an authorisation letter from his partners or directors.",1,general
1,5,Are classic cars more expensive to insure?,"A standard auto insurance policy usually does not offer enough coverage to replace or repair a classic car. An antique,... read more answers",152,"A standard auto insurance policy usually does not offer enough coverage to replace or repair a classic car. An antique, vintage, or classic car is often more expensive to fix, as the parts usually are harder to find and cost more. Specialty insurance offers the coverage needed to fully repair or replace the car, but it often comes with a higher price tag. And thus, sometimes its more expensive to insure a classic car.",1,car-insurance
